episode,solar_reward,wind_reward,total_reward,solar_q_mean,wind_q_mean,battery_soc_mean,grid_purchased_kwh,solar_honest,solar_hide,solar_deception,wind_honest,wind_hide,wind_deception
39,-139449.4526697499,-139449.4526697499,-278898.9053394998,3.774041138845984,-14.40764931866963,0.0550994148828237,161868.22474758408,2974,2990,2795,2906,2972,2881
40,-135220.76375557188,-135220.76375557188,-270441.52751114377,5.21529200793438,-13.136182845440993,0.05524264683746521,162339.1948401337,2950,2986,2823,2925,2939,2895
41,-149024.93900278295,-149024.93900278295,-298049.8780055659,6.271818971052805,-15.657553202952037,0.055038527591993354,162189.19257107534,2979,2880,2900,2909,2990,2860
42,-142688.62526436104,-142688.62526436104,-285377.25052872207,4.9737777564546795,-14.367695186091566,0.055051601608276,161983.24364622164,3015,2963,2781,2936,2879,2944
43,-138288.30887676502,-138288.30887676502,-276576.61775353004,4.773417954658637,-13.916901677478597,0.05501956407726248,162061.3365491344,3002,2980,2777,2965,2941,2853
44,-139390.09729392384,-139390.09729392384,-278780.1945878477,6.399669223951711,-12.246780699130445,0.055004437909624976,161698.47369615873,2932,2992,2835,3010,2950,2799
45,-139762.30060487156,-139762.30060487156,-279524.6012097431,6.02297037946201,-13.818129714302808,0.05514295600025797,161886.8699481099,3011,2988,2760,3031,2903,2825
46,-138680.48432718654,-138680.48432718654,-277360.9686543731,5.689564522032234,-13.980876107086699,0.05509954767242004,162108.63181546083,2996,2936,2827,2942,2945,2872
47,-150568.38562019847,-150568.38562019847,-301136.77124039695,4.406167188229669,-14.853788760546243,0.055017480549636455,161992.22057032952,2958,2940,2861,2987,2872,2900
48,-142832.36344210664,-142832.36344210664,-285664.7268842133,4.977722422734029,-15.941915004442686,0.055077440748812746,162365.01094950797,3006,2888,2865,3017,2985,2757
49,-150725.16848860742,-150725.16848860742,-301450.33697721484,4.8275910038177035,-16.340008170651572,0.05505459695599958,162337.8796225639,2973,2978,2808,2888,3006,2865
50,-138130.9878472344,-138130.9878472344,-276261.9756944688,5.44840345301819,-12.863699910907503,0.05520804849225523,162436.49827095188,2970,2946,2843,2930,3019,2810
51,-139917.71376550704,-139917.71376550704,-279835.4275310141,3.67288685542269,-13.719801925347179,0.05504255511561226,162403.4599550073,2966,2944,2849,2810,3000,2949
52,-132400.4999562232,-132400.4999562232,-264800.9999124464,4.479059908909674,-13.33716138440093,0.05507120259850637,162019.99100437932,2974,2971,2814,2981,3013,2765
53,-135690.65442914536,-135690.65442914536,-271381.3088582907,4.426224117255377,-13.526246461690238,0.05500284346179773,161834.13524895327,2986,2963,2810,3060,2934,2765
54,-136422.70549511915,-136422.70549511915,-272845.4109902383,4.693093273269441,-13.64061502607034,0.055067938060549035,162374.25789267104,2994,3008,2757,2919,2974,2866
55,-128709.02041348322,-128709.02041348322,-257418.04082696643,5.872899173045561,-12.692541099122279,0.055141244278256375,162233.9467467196,2979,3044,2736,2936,3017,2806
56,-147673.70558487726,-147673.70558487726,-295347.4111697545,4.428054106109562,-11.866046088527943,0.055120331970874105,161924.38933411078,3026,2946,2787,2942,2948,2869
57,-138807.9843362443,-138807.9843362443,-277615.9686724886,3.7919043981581906,-14.428286710044974,0.055039924578761265,161801.49841435516,2928,2962,2869,3006,2914,2839
58,-133886.1260805814,-133886.1260805814,-267772.2521611628,4.347821474307792,-12.563281936313388,0.05499153264093264,162158.32910667566,3053,2947,2759,2935,2910,2914
59,-136279.9792525403,-136279.9792525403,-272559.9585050806,4.770090499956462,-13.656117639269505,0.05512858363618587,162392.17981004406,2945,2950,2864,2914,2985,2860
60,-145050.09303009047,-145050.09303009047,-290100.18606018095,4.834571633648701,-13.174899810582485,0.05505210063037544,161808.94760716447,2981,3008,2770,2994,3012,2753
61,-137822.68767917005,-137822.68767917005,-275645.3753583401,5.286036834506719,-12.079982586599776,0.055038423355148955,162189.24256296692,3076,2947,2736,2924,2942,2893
62,-132137.766592882,-132137.766592882,-264275.533185764,5.45670065817679,-13.201433158494542,0.05520632269601195,162042.78635096393,2964,2971,2824,2955,3021,2783
63,-142548.7918695796,-142548.7918695796,-285097.5837391592,4.010432719105428,-12.425106595889828,0.05503402502241016,162214.54866964184,3040,2974,2745,2934,2925,2900
64,-139110.15072269697,-139110.15072269697,-278220.30144539394,2.7758260582216083,-14.20353869404385,0.054986555077800266,162539.57165992906,3086,2928,2745,2888,2954,2917
65,-133435.97437223166,-133435.97437223166,-266871.9487444633,3.989622000661731,-13.162467451467348,0.055169763247271325,162265.41268392783,2932,3076,2751,3017,2926,2816
66,-132503.74123405162,-132503.74123405162,-265007.48246810323,3.985276400527752,-12.579992386220283,0.05506253743515019,162117.86252434048,3023,2985,2751,2885,3073,2801
67,-134468.7222616801,-134468.7222616801,-268937.4445233602,5.105301299283831,-10.836790184013246,0.05496893157636002,161995.50801673744,2989,3008,2762,3023,2906,2830
68,-133571.01634262604,-133571.01634262604,-267142.0326852521,4.366395289858358,-14.2890904883134,0.055068826137285795,161946.90461815498,3046,2971,2742,2976,2981,2802
69,-137715.89704994336,-137715.89704994336,-275431.7940998867,4.147675454259004,-13.28735542950976,0.055060749578807695,162084.21097463937,2987,2987,2785,2979,2921,2859
70,-136364.32423754956,-136364.32423754956,-272728.6484750991,4.784773661190091,-12.803124700955705,0.05509355937103582,162047.01865900535,2987,3034,2738,2966,2991,2802
71,-134551.24749008412,-134551.24749008412,-269102.49498016824,4.421037923538774,-13.049827153961791,0.05503981321028605,162153.6605752195,2871,3060,2828,2975,2947,2837
72,-131542.69410023338,-131542.69410023338,-263085.38820046675,4.153656887064493,-13.15634619690804,0.05514087646733925,162127.1061305355,2945,3041,2773,2961,2975,2823
73,-127275.39994416163,-127275.39994416163,-254550.79988832326,5.557698014596927,-11.038644486737429,0.05502288597440515,162084.7315954491,3070,3006,2683,3071,2987,2701
74,-125575.86254313818,-125575.86254313818,-251151.72508627636,5.479007589784715,-11.158242143356931,0.055113675968709336,162220.52984588448,3043,3003,2713,3013,3037,2709
75,-137749.79628247407,-137749.79628247407,-275499.59256494814,4.180239564068738,-14.734834626248862,0.055095234930875696,162080.75788133344,3007,2979,2773,2960,2994,2805
76,-117203.72652429965,-117203.72652429965,-234407.4530485993,3.7829450281634944,-12.992234579184107,0.0550853564397466,162350.52114984908,2978,3088,2693,3004,2961,2794
77,-129682.58245460634,-129682.58245460634,-259365.16490921268,4.5802290266783565,-13.231383357792012,0.05512722761122683,161899.0103791228,2969,3005,2785,3015,3021,2723
78,-134690.141372524,-134690.141372524,-269380.282745048,4.334855183735774,-12.518520588763554,0.05499941562891328,162107.60402431726,3010,2982,2767,3029,2928,2802
79,-130508.46687893227,-130508.46687893227,-261016.93375786455,3.9161458436984184,-12.097522504063896,0.05517327711811553,162474.28132859682,3014,2982,2763,2974,2956,2829
80,-134362.53966664092,-134362.53966664092,-268725.07933328184,4.788777766078967,-13.328681989657836,0.055067500520172175,162245.59680663134,3026,2990,2743,2981,2971,2807
81,-134492.39302772406,-134492.39302772406,-268984.7860554481,4.667290135523605,-13.265717684158734,0.055109912929171126,162145.58981585008,3011,3002,2746,2924,3027,2808
82,-124843.25244096744,-124843.25244096744,-249686.50488193487,5.423720652203905,-12.268169306317944,0.05491367455830643,162161.31593815325,3002,3040,2717,3020,2941,2798
83,-129860.38947141645,-129860.38947141645,-259720.7789428329,4.711242662385176,-13.10539074932212,0.05497150608536213,162276.19690635975,3144,2949,2666,2900,2994,2865
84,-137752.60113779292,-137752.60113779292,-275505.20227558585,5.218441786144568,-12.92389161090862,0.055199229855666256,162365.46073734513,2973,2987,2799,2973,2982,2804
85,-131775.16742659244,-131775.16742659244,-263550.3348531849,4.6166868851728875,-14.159241887197632,0.05525664492007863,162209.0982984551,3037,3031,2691,2986,3008,2765
86,-131896.64424961383,-131896.64424961383,-263793.28849922767,5.247108830189757,-13.672119703213019,0.054991911057663406,162278.03325542345,3070,2908,2781,2905,3102,2752
87,-134836.39095964452,-134836.39095964452,-269672.78191928903,4.145829701505964,-14.592059227612879,0.05510110978497325,162774.55598737203,2986,3018,2755,2922,3000,2837
88,-126555.01511707372,-126555.01511707372,-253110.03023414745,3.5043053277808944,-13.690136470114771,0.05527212292361143,162182.01104616234,2998,3087,2674,3127,2893,2739
89,-132398.91901980966,-132398.91901980966,-264797.8380396193,4.151198468921174,-12.29208844789374,0.0552978462314529,162297.31786505575,3055,2998,2706,3022,3052,2685
90,-141952.96956470425,-141952.96956470425,-283905.9391294085,3.45802010409413,-16.637251484782297,0.05507685431801853,161947.55504161728,2961,3015,2783,2930,3021,2808
91,-140519.16916468245,-140519.16916468245,-281038.3383293649,3.4878573623554576,-14.669744340512096,0.05514221898732173,162236.7695153962,3043,2955,2761,2976,3030,2753
92,-136283.813714566,-136283.813714566,-272567.627429132,4.17067444339149,-14.866611273848745,0.05499339380790085,162151.9862946659,2960,3011,2788,2929,3029,2801
93,-133258.41201475394,-133258.41201475394,-266516.8240295079,4.639028118456207,-13.07897550294212,0.054917179972272266,161971.1772454638,3007,3057,2695,2948,2938,2873
94,-134122.18910384647,-134122.18910384647,-268244.37820769293,4.086387216560105,-15.474385499064507,0.05498501923035462,161870.27858817694,3025,2992,2742,2916,3041,2802
95,-136380.07051485789,-136380.07051485789,-272760.14102971577,4.114052642244165,-14.654814879722892,0.05505744601583692,162030.2247039696,3052,2990,2717,2941,2998,2820
96,-132731.04700081455,-132731.04700081455,-265462.0940016291,4.53077402210194,-13.780902176345236,0.0550735523742371,161881.80915252282,3042,3078,2639,3032,2908,2819
97,-136108.05764374865,-136108.05764374865,-272216.1152874973,4.909536453068369,-13.162129105749859,0.05502007331033626,162166.15101699662,2970,3036,2753,3087,2893,2779
98,-129335.98235528679,-129335.98235528679,-258671.96471057358,3.5531925036268532,-13.107872552402293,0.05517684754142539,162214.10450533126,3097,3009,2653,2982,3090,2687
99,-128354.60597170949,-128354.60597170949,-256709.21194341898,4.597717817588146,-12.225224963021681,0.05517550756201574,162089.11840251868,2973,3151,2635,2961,2921,2877
100,-138197.9420423109,-138197.9420423109,-276395.8840846218,3.9565749734345133,-13.776616198698784,0.05509568267638013,162416.39809329438,2972,3052,2735,3005,2881,2873
101,-129221.63340031472,-129221.63340031472,-258443.26680062944,4.205973278698756,-12.674809757474117,0.05510020928898014,162206.5452873246,3092,3052,2615,3047,2929,2783
102,-125638.58327158926,-125638.58327158926,-251277.16654317852,4.439482904542738,-12.740465907146026,0.05516804609713631,162487.25784179478,3029,3039,2691,2940,3054,2765
103,-127507.02908402726,-127507.02908402726,-255014.05816805453,3.814455517209961,-11.4930819905063,0.054924591750456796,162008.65293250955,3096,3021,2642,3047,2931,2781
104,-128662.66301494543,-128662.66301494543,-257325.32602989086,3.925815715640752,-13.945657594084969,0.055007450388907024,162242.5512891802,2933,3075,2751,2879,3025,2855
105,-136104.93596876142,-136104.93596876142,-272209.87193752284,3.587216441645763,-14.000653447950242,0.054910953354012346,161941.19885595012,3043,2903,2813,3029,2916,2814
106,-129766.65104123688,-129766.65104123688,-259533.30208247376,3.6062831631571473,-14.152444885058646,0.05507895713131792,162050.8915697732,3076,3041,2642,2971,3002,2786
107,-132884.34843494004,-132884.34843494004,-265768.6968698801,4.365609901163147,-12.734788482741937,0.05511133530225776,162151.06942752158,3098,3013,2648,3016,2980,2763
108,-131193.19020891486,-131193.19020891486,-262386.3804178297,4.483733665823265,-12.721916789399552,0.054962426104327826,162130.56110736672,2985,3062,2712,3040,2999,2720
109,-132439.20269345207,-132439.20269345207,-264878.40538690414,4.745196497796111,-12.040180856901058,0.05503304335709588,161604.18757270847,3014,2994,2751,3027,3021,2711
110,-135932.10859521496,-135932.10859521496,-271864.2171904299,3.0138013405538504,-14.599611852771515,0.05507528754848167,162119.03818152123,3070,2974,2715,2960,2982,2817
111,-136629.79163317833,-136629.79163317833,-273259.58326635667,2.660146047914735,-16.26923810303105,0.05514366633577908,161961.4649649633,2958,3063,2738,3013,2959,2787
112,-121941.93237510562,-121941.93237510562,-243883.86475021124,3.895656932582828,-13.132196925435297,0.05502003095347473,162524.48022392133,3034,3059,2666,2947,3072,2740
113,-117941.09544265382,-117941.09544265382,-235882.19088530765,4.840942340452008,-13.935120745998024,0.05504199523946425,162019.36572069072,3069,2960,2730,3000,3015,2744
114,-122955.44859769988,-122955.44859769988,-245910.89719539977,4.818968928156653,-12.357482241964652,0.05490209157686847,162401.78932012836,3093,3044,2622,3086,2888,2785
115,-121278.66435810109,-121278.66435810109,-242557.32871620217,3.749825491652962,-12.848259724378053,0.05505891385691363,161888.61076234374,3033,2982,2744,3079,2863,2817
116,-127098.31553101323,-127098.31553101323,-254196.63106202646,3.871563535514924,-14.210774637870145,0.054946403533967715,162294.98460000768,3108,2925,2726,3049,3037,2673
117,-128378.63593238969,-128378.63593238969,-256757.27186477938,4.500897047055182,-11.222051159619314,0.055126577056920645,161980.1358667096,3139,2927,2693,3021,3014,2724
118,-121445.03889306355,-121445.03889306355,-242890.0777861271,4.694832457199716,-11.414078986082469,0.055091534495874075,162302.21927052038,3082,3010,2667,2936,3018,2805
119,-119163.89302659522,-119163.89302659522,-238327.78605319044,4.641879180119662,-13.018465483231056,0.05493529044927318,162337.37368479223,3037,3058,2664,3148,2933,2678
120,-130389.25682322643,-130389.25682322643,-260778.51364645286,3.7242487103009756,-12.906376990889374,0.054935206780524805,162547.20794374446,2984,3118,2657,2979,3010,2770
121,-127120.77142085286,-127120.77142085286,-254241.54284170573,4.548959261619752,-14.202343466314083,0.055009087738417436,162255.48708713145,2993,3084,2682,2949,3021,2789
122,-134828.19756984766,-134828.19756984766,-269656.3951396953,3.9341057449632246,-13.152202907928986,0.055104810207033075,162528.5629222584,3013,3077,2669,2893,3065,2801
123,-126103.42613577025,-126103.42613577025,-252206.8522715405,4.39479634806843,-13.364921574427362,0.05506842731551946,162027.86864569384,3006,3092,2661,3057,2930,2772
124,-121398.13679438866,-121398.13679438866,-242796.27358877732,3.993888940935916,-12.151286194148387,0.05499702878890982,161985.85572618298,3161,2970,2628,3008,3008,2743
125,-121980.56198808874,-121980.56198808874,-243961.12397617748,4.275369035037665,-12.080268759671203,0.05503006341402583,162531.8966876029,3047,3026,2686,2934,3070,2755
126,-131245.53217999943,-131245.53217999943,-262491.06435999885,3.602912787065566,-12.909323551119034,0.05505458680309265,161780.24523867902,3004,3022,2733,3017,3047,2695
127,-118417.64052004424,-118417.64052004424,-236835.28104008848,4.579755730516748,-12.395707553193118,0.05513915210437149,161940.62817364951,3141,3047,2571,3036,2959,2764
128,-126947.483962164,-126947.483962164,-253894.967924328,4.663520449477085,-11.923793404135838,0.054977309142889334,161857.13614123786,3025,3107,2627,3027,3017,2715
129,-124330.71643080177,-124330.71643080177,-248661.43286160353,3.1161623971360886,-13.214417872487052,0.05527492206831626,162759.03348921082,3073,3063,2623,2904,3083,2772
130,-133766.11663544975,-133766.11663544975,-267532.2332708995,3.7972406836912604,-15.088064082777736,0.05503561978132122,162036.79321513235,3053,3012,2694,2895,3063,2801
131,-127837.5312011158,-127837.5312011158,-255675.0624022316,3.161396625670877,-12.4483625202246,0.055003370789750025,161896.58866212785,3052,3046,2661,2942,3084,2733
132,-129213.27539438724,-129213.27539438724,-258426.55078877448,4.582236901853103,-13.063604528061301,0.05504318374472182,161978.99880127085,3123,3025,2611,3058,3023,2678
133,-135107.25330119894,-135107.25330119894,-270214.5066023979,4.694103845061439,-13.215379859669392,0.05517409227381963,162436.67508378407,3064,3064,2631,3086,2958,2715
134,-127423.12618154103,-127423.12618154103,-254846.25236308205,3.884615365809337,-12.836925089632137,0.0551213372144473,161952.85756862414,3087,3054,2618,3039,3005,2715
135,-137569.7891084381,-137569.7891084381,-275139.5782168762,4.637968478528238,-15.017418637962928,0.05497579477925954,161457.766222395,3008,3093,2658,2997,2963,2799
136,-119681.52683323846,-119681.52683323846,-239363.05366647692,4.346832337297058,-12.949305289158564,0.05506163894719768,162851.11814994385,3111,3043,2605,2920,3031,2808
137,-124040.90998259114,-124040.90998259114,-248081.81996518228,4.9060854089387425,-13.472889537186646,0.05511615098984006,161961.76878775336,3054,3045,2660,3059,3016,2684
138,-122943.38732974046,-122943.38732974046,-245886.77465948093,4.149960450622104,-12.201968618378393,0.05486930701170518,162050.60104202095,3028,3080,2651,2990,2917,2852
139,-117505.1775494893,-117505.1775494893,-235010.3550989786,3.1517669777002344,-11.807234626547535,0.05503668033074435,162493.34771238884,3122,3043,2594,3045,3040,2674
140,-119605.66402076736,-119605.66402076736,-239211.32804153473,2.9712775318265385,-12.39938652801791,0.05495695039830313,162034.79053504235,3142,2959,2658,3028,2928,2803
141,-119903.64180723323,-119903.64180723323,-239807.28361446646,4.119057216337138,-11.362892567519072,0.05507299190657132,162177.8788031742,3137,3055,2567,2942,3061,2756
142,-127005.63902747356,-127005.63902747356,-254011.27805494712,4.916392306019397,-12.491183134200092,0.055007988672877685,162559.7515988031,3093,3070,2596,2984,2969,2806
143,-115507.38060826015,-115507.38060826015,-231014.7612165203,4.393940122403756,-12.402851455681777,0.055027934118184296,162201.9399173689,2979,3163,2617,3003,3023,2733
144,-128276.46538641797,-128276.46538641797,-256552.93077283594,3.5214164920495685,-12.945219045411418,0.05494570672400659,162306.26039554,3035,3046,2678,3070,2986,2703
145,-120631.34530401723,-120631.34530401723,-241262.69060803446,2.9198411869323904,-12.95378285728417,0.0550870605102126,162017.20987555836,3097,3026,2636,2976,3069,2714
146,-117256.11833622826,-117256.11833622826,-234512.23667245652,3.353374964716839,-13.16179347006174,0.05512144245012275,162490.57255409576,3138,3110,2511,2895,3074,2790
147,-128192.32084916548,-128192.32084916548,-256384.64169833096,4.59388509728782,-11.332427882637429,0.05509517044969839,162551.16448116873,3007,3064,2688,3022,3027,2710
148,-130410.03565621967,-130410.03565621967,-260820.07131243934,3.1258558188517855,-13.731662244066158,0.05499906473479337,162143.22907882513,3057,3095,2607,3007,2998,2754
149,-124150.61119030767,-124150.61119030767,-248301.22238061533,3.6259206380019373,-14.854556210572465,0.055117394877877965,162145.48866504748,3038,3180,2541,3117,2943,2699
150,-116955.34849088217,-116955.34849088217,-233910.69698176434,4.620315938989477,-12.86170116845805,0.05501000436360813,162641.19574465833,3191,3016,2552,2980,2947,2832
151,-127262.33557395852,-127262.33557395852,-254524.67114791705,3.8645908077283697,-14.1311774207473,0.055074004901732775,161799.8335773961,3083,3013,2663,3108,2955,2696
152,-124001.25114293933,-124001.25114293933,-248002.50228587867,3.2546552881587747,-14.172696989466315,0.05517799405593412,162123.11110234394,3069,3097,2593,3065,2820,2874
153,-123967.55327139558,-123967.55327139558,-247935.10654279115,4.677383345813248,-12.980634851128722,0.05502313487826129,162237.14653769534,3087,3119,2553,2889,3204,2666
154,-120012.63838370146,-120012.63838370146,-240025.27676740292,5.175900248755839,-11.236928764873506,0.055007668026773766,161783.4200239684,3039,3066,2654,3074,3063,2622
155,-125444.07387301236,-125444.07387301236,-250888.1477460247,3.077219712910239,-13.20971224521273,0.055024086810491875,162886.1396819103,3058,3067,2634,2982,2943,2834
156,-126682.90060122056,-126682.90060122056,-253365.80120244113,4.290218749332217,-13.3051739314662,0.05520053861518046,162266.60740072373,3058,3066,2635,3211,2957,2591
157,-123588.40578693655,-123588.40578693655,-247176.8115738731,3.8915775178742726,-11.406500513958946,0.05519456522393846,162395.7247663072,2974,3101,2684,2986,3089,2684
158,-124460.94617944019,-124460.94617944019,-248921.89235888037,3.2139969980532688,-11.802691081458025,0.055079975546623125,162044.30747362252,3075,3090,2594,3053,2982,2724
159,-122594.65227427265,-122594.65227427265,-245189.3045485453,3.3741508399652647,-12.523139208789418,0.05505063973371461,162290.86222552694,2978,3151,2630,3022,2984,2753
160,-126873.74032052117,-126873.74032052117,-253747.48064104235,3.7983692729570677,-13.858103707574516,0.05521078274289642,162276.7746535904,3119,3051,2589,2919,3103,2737
161,-110332.39365402583,-110332.39365402583,-220664.78730805166,4.982149869744615,-11.839862578218039,0.055027405904359734,161751.8919998224,3145,3039,2575,3102,3045,2612
162,-133056.13136066028,-133056.13136066028,-266112.26272132056,3.4105008954973566,-14.175836876489427,0.055080835106110615,162159.15230388363,3009,3101,2649,3065,2998,2696
163,-115808.14586384414,-115808.14586384414,-231616.29172768828,3.8918549994914553,-11.506316447386569,0.05503346735910792,162555.68329757176,3024,3079,2656,2964,3053,2742
164,-121524.11193304163,-121524.11193304163,-243048.22386608325,3.9592858337708567,-12.954721877966941,0.05500988432879218,162564.27262164743,3039,3126,2594,3100,2977,2682
165,-115786.9978251823,-115786.9978251823,-231573.9956503646,4.276668031999403,-10.84534152932582,0.05499054739548963,162040.54176056446,3113,3066,2580,3176,2846,2737
166,-127083.34439155088,-127083.34439155088,-254166.68878310177,3.9576060894233858,-13.332192228126283,0.05519664732053329,162457.29082250615,3181,2913,2665,2999,3006,2754
167,-130603.40500657038,-130603.40500657038,-261206.81001314076,4.536098116730869,-12.736892049733651,0.05488407533208536,162415.08144313024,3140,3067,2552,3084,2925,2750
168,-128447.53331636717,-128447.53331636717,-256895.06663273435,3.4889912371138383,-12.700946035975914,0.054982525425008595,162227.0428851091,3075,3069,2615,2956,3019,2784
169,-122716.00431135402,-122716.00431135402,-245432.00862270803,4.947593059937384,-11.710475229528038,0.05516232869092743,161941.09426352056,3046,3075,2638,3060,3081,2618
