datetime;generacion_kwh;precio_base_eur_kwh;multiplicador;precio_eur_kwh
2025-02-16T22:00:00+01:00;24833.333;182.89;1.2993;237.625507
2025-02-16T23:00:00+01:00;25083.333;178.3;1.2993;231.659647
2025-02-17T00:00:00+01:00;24166.667;148.33;1.2993;192.727148
2025-02-17T01:00:00+01:00;23750.0;144.33;1.2993;187.532809
2025-02-17T02:00:00+01:00;21000.0;150.63;1.2995;195.738688
2025-02-17T03:00:00+01:00;21000.0;147.44;1.2995;191.593389
2025-02-17T04:00:00+01:00;21000.0;147.46;1.2995;191.619379
2025-02-17T05:00:00+01:00;21000.0;150.39;1.2995;195.426816
2025-02-17T06:00:00+01:00;21000.0;152.81;1.2995;198.571526
2025-02-17T07:00:00+01:00;21416.667;236.5;1.2994;307.319129
2025-02-17T08:00:00+01:00;1153416.667;265.43;1.2446;330.348467
2025-02-17T09:00:00+01:00;6631000.0;178.72;0.9791;174.981088
2025-02-17T10:00:00+01:00;12219500.0;222.36;0.7082;157.476324
2025-02-17T11:00:00+01:00;14544000.0;218.37;0.5955;130.047117
2025-02-17T12:00:00+01:00;16082500.0;210.53;0.521;109.678634
2025-02-17T13:00:00+01:00;16425000.0;196.81;0.5044;99.263758
2025-02-17T14:00:00+01:00;15479916.667;130.73;0.5502;71.923942
2025-02-17T15:00:00+01:00;15377916.667;133.05;0.5551;73.858133
2025-02-17T16:00:00+01:00;12278083.333;146.1;0.7054;103.053802
2025-02-17T17:00:00+01:00;5869833.333;168.46;1.016;171.150865
